RT,SERIALNO,DIVISION,PUMA,REGION,ST,ADJHSG,ADJINC,WGTP,NP,TYPE,ACR,AGS,BDS,BLD,BUS,CONP,ELEP,FS,FULP,GASP,HFL,INSP,MHP,MRGI,MRGP,MRGT,MRGX,RMS,RNTM,RNTP,SMP,TEL,TEN,VACS,VAL,VEH,WATP,YBL,FES,FINCP,FPARC,GRNTP,GRPIP,HHL,HHT,HINCP,HUGCL,HUPAC,HUPAOC,HUPARC,KIT,LNGI,MV,NOC,NPF,NPP,NR,NRC,OCPIP,PARTNER,PLM,PSF,R18,R60,R65,RESMODE,SMOCP,SMX,SRNT,SVAL,TAXP,WIF,WKEXREL,WORKSTAT,FACRP,FAGSP,FBDSP,FBLDP,FBUSP,FCONP,FELEP,FFSP,FFULP,FGASP,FHFLP,FINSP,FKITP,FMHP,FMRGIP,FMRGP,FMRGTP,FMRGXP,FMVP,FPLMP,FRMSP,FRNTMP,FRNTP,FSMP,FSMXHP,FSMXSP,FTAXP,FTELP,FTENP,FVACSP,FVALP,FVEHP,FWATP,FYBLP,WGTP1,WGTP2,WGTP3,WGTP4,WGTP5,WGTP6,WGTP7,WGTP8,WGTP9,WGTP10,WGTP11,WGTP12,WGTP13,WGTP14,WGTP15,WGTP16,WGTP17,WGTP18,WGTP19,WGTP20,WGTP21,WGTP22,WGTP23,WGTP24,WGTP25,WGTP26,WGTP27,WGTP28,WGTP29,WGTP30,WGTP31,WGTP32,WGTP33,WGTP34,WGTP35,WGTP36,WGTP37,WGTP38,WGTP39,WGTP40,WGTP41,WGTP42,WGTP43,WGTP44,WGTP45,WGTP46,WGTP47,WGTP48,WGTP49,WGTP50,WGTP51,WGTP52,WGTP53,WGTP54,WGTP55,WGTP56,WGTP57,WGTP58,WGTP59,WGTP60,WGTP61,WGTP62,WGTP63,WGTP64,WGTP65,WGTP66,WGTP67,WGTP68,WGTP69,WGTP70,WGTP71,WGTP72,WGTP73,WGTP74,WGTP75,WGTP76,WGTP77,WGTP78,WGTP79,WGTP80,AGEHOH,HTYPE,NWESR,nuniv_schg,HHINCADJ,famTag,dupcount,n,hhnum
H,2007000288734,9,600,4,41,1051560,1069212,9,4,1,1,,5,2,2,0,130,2,2,3,6,500,,2,890,2,1,7,,,,1,1,,16,5,840,4,8,25000,4,,,1,3,108000,0,4,4,4,1,1,2,0,2,0,1,0,14,0,1,0,0,2,2,1,1257,3,0,1,27,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,7,9,5,15,3,12,12,11,15,9,3,16,9,9,7,5,3,3,10,4,3,13,10,9,9,14,9,9,8,3,8,6,13,3,12,17,8,6,14,11,9,7,11,3,18,9,3,3,4,6,13,3,11,9,6,9,10,12,8,16,15,3,6,8,8,3,12,10,9,12,9,9,3,15,3,3,9,12,55,1,1,0,81333.859,1,1,1,1127
H,2007000293330,9,600,4,41,1051560,1069212,20,2,1,1,,3,2,2,0,50,2,2,160,1,390,,2,490,2,1,8,,,,1,1,,18,2,930,5,1,83700,4,,,1,1,83700,0,4,4,4,1,1,6,0,2,0,0,0,15,0,1,0,0,0,0,1,1044,3,0,1,40,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,23,21,21,21,6,21,23,37,30,6,8,33,20,7,40,36,21,20,23,35,22,24,23,20,41,19,22,6,7,36,33,7,24,37,7,7,19,25,18,7,23,19,24,20,7,21,23,34,37,5,8,33,22,6,34,35,24,25,19,38,22,20,21,20,35,18,23,8,5,36,44,7,20,35,5,5,21,21,20,57,1,2,0,63033.742,1,1,1,1128
H,2007000294843,9,600,4,41,1051560,1069212,12,2,1,1,,3,2,2,0,80,2,2,100,1,600,,1,800,1,1,5,,,,1,1,,15,2,600,5,1,84000,4,,,1,1,84000,0,4,4,4,1,1,4,0,2,0,0,0,15,0,1,0,0,0,0,1,1030,3,0,1,29,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,9,3,20,14,15,3,15,5,3,13,19,12,8,11,11,3,29,20,12,17,12,4,24,14,13,4,13,4,5,18,19,13,10,13,12,4,24,5,12,13,12,21,4,10,13,22,9,18,22,5,4,14,13,13,8,17,4,3,12,10,13,18,2,12,12,19,10,23,21,5,4,13,14,16,16,18,3,16,35,1,2,0,63259.668,1,1,1,1129
H,2007000295015,9,600,4,41,1051560,1069212,22,1,1,2,1,3,1,2,0,60,2,700,3,6,350,0,,,,3,6,,,,1,2,,5,2,2,4,,,,,,1,6,18700,0,4,4,4,1,1,6,0,,0,0,0,9,0,1,0,0,1,0,1,147,,0,0,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,24,30,38,22,31,9,21,24,21,7,19,34,19,7,9,24,21,9,34,27,21,6,9,20,9,33,20,26,22,41,25,7,20,42,43,25,19,35,8,23,23,7,7,25,7,37,22,21,23,39,25,8,18,34,34,24,21,32,7,25,19,35,38,24,40,8,21,21,20,9,25,36,23,7,7,25,18,8,36,21,60,3,1,0,14082.808,0,1,1,1130
H,2007000296567,9,600,4,41,1051560,1069212,17,2,1,1,,3,2,2,0,30,2,2,30,1,0,,,,,3,7,,,,1,2,,21,2,600,5,3,175000,4,,,1,1,175000,0,4,4,4,1,1,6,0,2,0,0,0,2,0,1,0,0,2,2,1,310,,0,1,36,1,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,18,19,16,6,16,6,18,6,6,5,6,21,20,6,8,17,5,7,29,31,24,26,37,17,30,17,24,17,18,20,16,26,27,17,19,30,16,17,16,18,19,17,21,7,18,6,19,7,5,5,5,19,17,5,4,18,6,5,32,26,27,30,28,18,29,19,27,18,16,17,17,31,24,15,20,25,19,20,16,73,1,1,0,131790.98,1,1,1,1131
H,2007000296927,9,600,4,41,1051560,1069212,4,2,1,2,1,3,2,2,0,60,2,2,130,1,650,,1,1500,1,1,7,,,,1,1,,20,2,1200,4,1,100000,4,,,1,1,100000,0,4,4,4,1,1,3,0,2,0,0,0,21,0,1,0,0,0,0,1,1790,3,0,1,33,2,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,3,4,2,1,8,8,1,5,4,1,6,1,3,6,4,5,6,10,2,5,5,1,4,7,1,1,9,3,3,11,5,9,2,2,2,1,6,2,8,5,6,8,7,2,8,9,1,3,4,2,6,2,6,3,3,9,4,5,1,4,4,1,4,4,3,3,6,4,5,5,5,5,2,5,3,0,7,1,36,1,2,0,75309.133,1,1,1,1132
H,2007000298857,9,600,4,41,1051560,1069212,5,1,1,,,1,6,,0,1,2,2,1,1,,,,,,,4,2,340,,1,3,,,1,1,7,,,,340,26,1,6,16000,0,4,4,4,1,1,4,0,,0,0,0,,0,1,0,0,0,0,1,,,1,0,,0,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5,1,7,5,4,6,8,5,3,6,8,6,4,5,7,3,4,4,2,2,4,2,8,5,5,4,8,6,3,5,8,9,5,6,8,1,4,4,3,2,6,1,7,4,5,4,9,4,2,4,7,9,6,6,7,1,6,4,1,1,5,1,9,6,5,4,8,5,1,4,8,9,4,6,7,2,5,4,59,2,1,0,12049.461,0,1,1,1133
H,2007000300010,9,600,4,41,1051560,1069212,23,2,1,,,2,5,,0,50,2,2,3,3,,,,,,,5,2,720,,1,3,,,2,1,2,7,54000,4,770,17,1,3,54000,0,4,4,4,1,1,3,0,2,0,0,0,,0,1,0,0,1,1,1,,,1,0,,2,14,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,26,23,23,40,8,37,23,8,7,7,24,39,8,23,23,26,29,36,22,37,23,26,22,34,8,36,25,8,8,6,21,36,9,20,24,21,22,43,22,39,22,20,25,41,6,35,22,8,6,8,24,37,8,20,24,24,23,39,21,39,25,26,26,36,8,35,26,6,6,8,21,44,8,19,22,22,27,38,21,67,2,2,0,40666.93,1,1,1,1134
H,2007000301270,9,600,4,41,1051560,1069212,20,1,1,1,,2,3,2,0,70,2,2,3,3,,,,,,,4,2,420,,1,3,,,0,1,5,,,,490,44,1,6,13300,0,4,4,4,1,1,5,0,,0,0,0,,0,1,0,0,1,1,1,,,1,0,,0,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,7,22,24,22,36,24,24,7,34,8,6,20,20,31,37,6,19,22,21,37,22,9,6,6,25,35,7,21,23,23,22,38,33,21,21,17,38,8,40,22,7,22,19,18,38,22,21,8,39,6,7,24,20,37,36,6,23,21,22,36,21,8,7,5,23,36,6,20,24,23,21,32,35,19,22,21,37,6,38,76,4,0,0,10016.114,0,1,1,1135
H,2007000301852,9,600,4,41,1051560,1069212,21,2,1,2,1,3,2,2,0,130,2,600,3,8,490,,,,,3,6,,,,1,2,,16,2,2,5,4,49320,4,,,1,1,49320,0,4,4,4,1,1,5,0,2,0,0,0,10,0,1,0,0,2,0,1,395,,0,1,32,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,20,35,23,9,24,22,7,17,35,31,36,22,21,22,26,19,6,7,36,37,23,5,19,35,25,24,38,18,7,7,7,17,19,20,25,19,36,32,7,7,19,37,26,8,20,20,8,19,36,31,33,20,22,20,19,22,7,8,36,37,21,7,25,34,18,21,35,25,9,8,5,21,20,23,28,19,36,33,62,1,0,0,37142.461,1,1,1,1136
H,2007000305043,9,600,4,41,1051560,1069212,25,1,1,1,,3,2,2,0,40,2,2,3,3,260,,1,390,2,1,6,,,,1,1,,15,5,380,5,,,,,,1,4,16430,0,4,4,4,1,1,6,0,,0,0,0,45,0,1,0,0,1,0,1,622,3,0,1,31,0,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,9,25,24,7,20,27,9,23,18,26,9,46,46,42,37,8,25,22,22,44,9,29,24,6,24,23,9,25,23,23,6,33,40,46,42,7,22,29,23,41,8,23,27,7,26,23,7,23,20,23,8,49,41,40,43,7,20,21,23,42,8,31,23,9,22,22,9,23,20,25,7,40,39,41,39,9,19,29,19,60,1,0,0,12373.29,0,1,1,1137
H,2007000306866,9,600,4,41,1051560,1069212,6,4,1,1,,3,2,2,0,90,2,2,150,1,1400,,1,1100,1,1,5,,,,1,1,,18,2,780,7,1,125000,3,,,1,1,125000,0,3,3,3,1,1,4,2,4,0,0,2,13,0,1,0,1,0,0,2,1405,3,0,1,28,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,6,4,8,5,2,4,7,7,6,4,9,2,4,2,2,6,2,4,1,6,4,5,2,4,9,5,1,1,4,5,2,7,5,8,6,4,7,5,9,4,4,4,7,4,2,5,8,9,5,6,7,3,4,3,1,5,1,4,2,6,5,4,1,6,9,6,1,1,4,6,2,7,5,7,6,4,9,6,37,1,2,0,94136.414,1,1,1,1138
H,2007000307569,9,600,4,41,1051560,1069212,12,1,1,1,,3,2,2,0,40,2,2,110,1,,,,,,,5,2,900,,1,3,,,1,70,1,,,,1056,51,1,6,25000,0,4,4,4,1,1,1,0,,0,0,0,,0,1,0,0,0,0,1,,,1,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,11,16,5,10,18,17,11,10,12,10,11,3,11,15,3,11,3,11,14,3,9,4,15,10,3,3,11,11,10,11,12,14,9,2,16,8,17,10,4,18,11,15,3,8,19,18,11,13,10,11,12,2,10,21,3,10,2,8,17,3,9,3,16,9,3,3,10,9,9,11,9,16,10,3,15,12,18,9,3,22,1,1,0,18827.283,0,1,1,1139
H,2007000308822,9,600,4,41,1051560,1069212,15,1,1,,,1,6,,0,1,1,2,3,3,,,,,,,3,2,140,,1,3,,,0,1,5,,,,140,22,1,6,7500,0,4,4,4,1,1,6,0,,0,0,0,,0,1,0,0,1,0,1,,,1,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,7,20,16,25,28,5,8,23,16,4,23,37,16,12,5,17,12,10,17,17,25,18,16,6,4,23,22,5,17,34,4,5,18,16,23,15,18,21,17,12,6,10,13,27,26,6,5,26,18,6,34,24,11,21,7,10,16,18,16,13,22,20,17,6,6,24,27,6,15,23,6,6,20,13,25,22,15,14,20,64,2,0,0,5648.1846,0,1,1,1140
H,2007000314091,9,600,4,41,1051560,1069212,14,2,1,1,,3,2,2,0,70,2,2,50,1,950,,2,960,2,1,6,,,,2,1,,18,3,600,9,,,,,,3,7,26500,0,4,4,4,1,1,3,0,,0,1,0,61,4,1,0,0,0,0,1,1351,3,0,1,29,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,22,23,4,15,21,4,6,13,17,21,18,14,13,14,30,19,15,6,18,4,26,21,3,19,22,6,4,11,17,23,12,16,16,12,25,13,13,6,14,5,23,24,6,13,22,4,5,14,16,21,13,16,19,11,18,13,13,4,12,6,21,22,4,13,27,6,4,14,16,24,18,17,13,15,29,15,13,4,17,47,1,2,0,19956.92,0,1,1,1141
H,2007000315724,9,600,4,41,1051560,1069212,24,1,1,1,,3,2,2,0,40,2,2,60,1,350,,1,1100,1,1,6,,,,1,1,,15,2,480,5,,,,,,1,4,30000,0,4,4,4,1,1,5,0,,0,0,0,50,0,1,0,0,0,0,1,1240,3,0,1,28,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,37,27,16,22,9,27,37,25,45,34,11,24,8,36,17,6,38,8,19,9,7,21,23,18,36,30,8,25,10,7,47,28,35,29,23,30,30,46,22,45,30,24,23,28,8,24,26,22,30,37,7,27,7,24,30,8,18,8,29,8,8,22,28,25,39,27,9,20,7,9,41,26,32,20,26,36,22,40,19,37,1,1,0,22592.738,0,1,1,1142
H,2007000316708,9,600,4,41,1051560,1069212,25,3,1,1,,4,2,2,0,60,2,2,180,1,1500,,2,1100,2,1,9,,,400,1,1,,20,2,720,7,1,102620,2,,,1,1,102620,0,2,2,2,1,1,5,1,3,0,0,1,26,0,1,0,1,1,0,1,2260,2,0,1,52,3,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,26,22,43,28,23,11,40,9,9,27,29,50,44,10,29,23,19,7,21,6,29,26,11,26,29,28,7,41,40,24,26,9,7,40,26,26,31,40,26,35,20,29,37,23,20,11,38,11,8,24,25,51,40,8,22,22,21,9,19,9,19,26,9,27,22,47,12,35,37,27,25,9,9,37,23,27,31,50,28,33,55,1,3,0,77282.227,1,1,1,1143
H,2007000318103,9,600,4,41,1051560,1069212,54,4,1,,,2,5,,0,100,2,2,3,3,,,,,,,5,2,440,,1,3,,,1,1,5,1,36000,2,540,18,3,1,36000,0,3,3,3,1,2,3,2,4,0,0,2,,0,1,0,1,0,0,2,,,1,0,,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,49,84,77,19,89,67,43,17,22,19,47,54,83,18,46,90,60,60,15,16,19,53,47,53,74,95,22,61,51,52,90,16,47,48,77,62,89,90,52,50,53,99,82,19,68,54,54,18,18,23,53,46,78,22,78,82,47,46,19,20,17,63,58,48,49,67,19,50,49,58,79,22,63,60,113,42,86,88,55,34,2,2,0,27111.287,1,1,1,1144
H,2007000318258,9,600,4,41,1051560,1069212,31,5,1,1,,3,2,2,0,40,2,200,3,6,450,,1,810,1,1,5,,,,1,1,,15,2,1200,6,1,70870,3,,,1,1,70870,0,3,3,3,1,1,4,3,5,0,0,3,16,0,1,0,1,0,0,2,967,3,0,1,27,2,5,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,47,39,9,46,9,29,30,27,34,40,41,64,12,35,31,10,12,35,48,56,33,13,31,33,28,10,42,57,64,57,10,32,36,37,9,34,36,8,25,67,45,30,9,50,14,24,31,31,39,36,37,50,10,32,39,8,8,30,32,41,29,16,36,38,35,10,41,48,46,59,11,35,40,54,10,32,30,9,35,39,38,1,2,0,53371.582,1,1,1,1145
H,2007000318902,9,600,4,41,1051560,1069212,4,3,1,2,1,4,1,2,0,100,2,2,3,6,600,0,1,740,1,1,8,,,,1,1,,15,3,2,4,1,44250,4,,,1,1,44250,0,4,4,4,1,1,5,0,3,0,0,0,23,0,1,0,0,0,0,1,840,3,0,0,14,3,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,12,2,10,10,14,17,3,4,16,11,3,17,15,10,9,3,8,9,10,10,11,3,9,11,16,16,3,5,17,10,3,16,14,9,10,4,10,10,10,10,12,3,12,10,13,16,3,4,19,9,3,14,16,10,10,3,8,7,10,9,10,3,11,8,17,19,4,4,13,9,4,18,14,7,10,3,11,10,50,3,3,2,33324.289,1,2,1,1146
H,2007000318902,9,600,4,41,1051560,1069212,4,3,1,2,1,4,1,2,0,100,2,2,3,6,600,0,1,740,1,1,8,,,,1,1,,15,3,2,4,1,44250,4,,,1,1,44250,0,4,4,4,1,1,5,0,3,0,0,0,23,0,1,0,0,0,0,1,840,3,0,0,14,3,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,12,2,10,10,14,17,3,4,16,11,3,17,15,10,9,3,8,9,10,10,11,3,9,11,16,16,3,5,17,10,3,16,14,9,10,4,10,10,10,10,12,3,12,10,13,16,3,4,19,9,3,14,16,10,10,3,8,7,10,9,10,3,11,8,17,19,4,4,13,9,4,18,14,7,10,3,11,10,50,3,3,2,33324.289,1,2,2,1147
H,2007000320091,9,600,4,41,1051560,1069212,15,2,1,,,2,4,,0,80,2,200,3,3,,,,,,,4,2,450,,1,3,,,2,1,7,1,32000,4,547,21,2,1,32000,0,4,4,4,1,1,3,0,2,0,0,0,,0,1,0,0,0,0,2,,,1,0,,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,16,16,15,16,5,6,5,11,27,17,4,16,15,6,17,27,25,24,4,14,17,13,17,16,23,27,27,14,4,17,27,16,16,24,16,6,6,6,31,17,15,15,17,14,4,5,5,17,23,19,6,13,17,4,17,29,27,26,4,14,15,16,15,14,27,26,25,13,4,15,29,17,13,25,18,4,6,5,26,21,2,1,0,24098.922,1,1,1,1148
H,2007000320305,9,600,4,41,1051560,1069212,16,2,1,1,,3,2,2,0,50,2,2,120,1,310,,,,,3,5,,,,1,2,,16,1,1300,3,4,20700,4,,,1,1,20700,0,4,4,4,1,1,4,0,2,0,0,0,29,0,1,0,0,2,2,1,494,,0,1,34,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,15,15,4,21,17,24,26,5,5,23,14,5,23,26,20,15,6,18,17,13,15,14,24,17,15,4,4,27,23,6,16,25,7,4,17,14,27,16,21,15,18,14,6,20,16,29,23,6,6,26,17,5,21,29,17,14,4,16,14,16,17,17,23,15,16,4,4,23,28,5,17,23,6,4,17,18,28,13,20,74,1,0,0,15588.99,1,1,1,1149
H,2007000320850,9,600,4,41,1051560,1069212,17,1,1,1,,2,1,2,0,150,2,2,3,3,450,0,,,,3,5,,,,1,2,,17,0,2,4,,,,,,1,4,9700,0,4,4,4,1,1,6,0,,0,0,0,34,0,1,0,0,1,1,2,271,,0,0,22,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,16,18,7,18,7,5,26,27,17,19,17,21,8,27,19,19,18,5,26,29,19,19,8,18,5,5,30,29,16,14,18,20,8,31,16,16,19,6,27,28,20,20,5,18,8,6,31,31,20,19,17,20,6,26,16,16,16,6,29,26,18,18,8,19,6,6,27,29,19,18,17,16,6,27,18,17,18,5,28,93,3,0,0,7304.9854,0,1,1,1150
H,2007000321284,9,600,4,41,1051560,1069212,24,1,1,1,,3,2,2,0,50,2,2,50,1,130,,,,,3,5,,,,1,2,,14,1,480,5,,,,,,1,4,49700,0,4,4,4,1,1,5,0,,0,0,0,7,0,1,0,0,0,0,2,276,,0,1,27,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,17,8,22,31,8,26,10,40,48,22,23,30,7,24,42,28,38,41,19,38,19,34,24,24,41,22,43,10,9,20,24,29,44,20,9,28,7,8,27,41,31,38,24,26,36,20,34,7,7,28,27,22,34,25,7,24,10,7,21,7,30,9,28,26,7,24,7,49,39,25,25,22,6,29,36,22,46,34,17,53,1,1,0,37428.637,0,1,1,1151
H,2007000322826,9,600,4,41,1051560,1069212,7,2,1,,,2,4,,0,50,2,2,50,1,,,,,,,4,2,650,,1,3,,,2,480,9,,,,790,101,1,7,7500,0,4,4,4,1,1,1,0,,0,1,0,,4,1,0,0,0,0,1,,,1,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,5,20,6,14,15,22,23,19,12,11,4,23,13,4,16,13,13,23,21,15,14,14,14,4,17,14,13,12,4,27,15,14,5,13,5,4,23,13,14,5,4,23,4,13,16,20,27,19,14,15,4,23,14,5,12,11,13,22,21,15,13,16,12,4,25,14,11,12,4,24,14,15,5,14,5,4,22,15,21,2,2,2,5648.1846,0,2,1,1152
H,2007000322826,9,600,4,41,1051560,1069212,7,2,1,,,2,4,,0,50,2,2,50,1,,,,,,,4,2,650,,1,3,,,2,480,9,,,,790,101,1,7,7500,0,4,4,4,1,1,1,0,,0,1,0,,4,1,0,0,0,0,1,,,1,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,5,20,6,14,15,22,23,19,12,11,4,23,13,4,16,13,13,23,21,15,14,14,14,4,17,14,13,12,4,27,15,14,5,13,5,4,23,13,14,5,4,23,4,13,16,20,27,19,14,15,4,23,14,5,12,11,13,22,21,15,13,16,12,4,25,14,11,12,4,24,14,15,5,14,5,4,22,15,21,2,2,2,5648.1846,0,2,2,1153
H,2007000323709,9,600,4,41,1051560,1069212,29,4,1,1,,4,2,2,0,70,2,2,60,3,400,,2,1000,2,1,8,,,,1,1,,20,3,100,3,1,175520,3,,,1,1,175520,0,1,1,1,1,1,4,2,4,0,0,2,10,0,1,0,1,0,0,1,1473,3,0,1,48,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,31,50,11,8,23,26,32,38,31,12,37,9,10,40,28,56,29,29,34,55,32,40,7,10,27,26,29,56,33,10,28,10,13,50,33,46,29,33,31,47,37,50,10,7,31,31,25,53,29,9,29,11,12,57,29,39,30,26,34,42,35,49,9,11,31,34,29,51,24,8,30,9,13,55,34,46,29,25,28,31,1,2,0,132182.58,1,1,1,1154
H,2007000327482,9,600,4,41,1051560,1069212,18,1,1,1,,3,2,2,0,270,2,2,50,1,400,,,,,3,7,,,,1,2,,16,1,970,5,,,,,,1,6,30000,0,4,4,4,1,1,6,0,,0,0,0,24,0,1,0,0,1,1,1,601,,0,1,32,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,30,18,16,19,6,6,19,5,33,5,27,20,28,28,16,19,18,19,18,6,16,28,6,6,18,16,26,15,17,21,18,27,18,19,7,6,27,32,28,18,5,18,17,21,30,31,21,30,5,29,6,19,5,6,17,19,18,17,19,27,18,6,30,29,17,17,5,18,17,18,18,6,18,18,31,25,6,7,4,93,1,0,0,22592.738,0,1,1,1155
H,2007000328233,9,600,4,41,1051560,1069212,17,1,1,,,1,9,,0,20,2,2,3,3,,,,,,,2,2,550,,1,3,,,1,1,3,,,,570,20,1,4,34300,0,4,4,4,1,1,1,0,,0,0,0,,0,1,0,0,1,1,1,,,1,0,,0,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,15,27,15,17,5,6,32,25,6,13,28,6,4,17,17,28,18,19,16,16,19,4,16,17,36,29,5,6,28,16,6,33,30,18,17,8,17,18,22,15,18,29,14,19,6,4,29,25,4,18,32,6,6,19,15,27,21,17,19,19,17,6,22,17,28,30,6,6,25,18,5,28,29,19,19,6,17,18,18,83,2,0,0,25831.031,0,1,1,1156
H,2007000328521,9,600,4,41,1051560,1069212,18,1,1,1,,3,2,2,0,30,2,2,100,1,330,,,,,3,5,,,,1,2,,14,1,30,6,,,,,,1,6,17800,0,4,4,4,1,1,6,0,,0,0,0,22,0,1,0,0,1,1,1,328,,0,1,32,0,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,18,16,16,6,18,16,25,32,6,6,31,20,6,25,37,19,17,17,7,17,18,16,18,5,18,18,27,33,6,6,30,17,6,32,29,18,18,21,6,17,16,17,18,6,17,21,30,27,6,5,30,19,6,27,32,16,16,18,5,19,21,16,17,8,17,15,30,29,6,6,30,19,6,31,28,16,18,16,87,1,0,0,13405.025,0,1,1,1157
H,2007000331374,9,600,4,41,1051560,1069212,6,1,1,,,1,7,,0,70,2,2,3,3,,,,,,,3,2,560,,1,3,,,0,1,2,,,,630,97,2,4,7800,0,4,4,4,1,1,1,0,,0,0,0,,0,1,0,0,0,0,1,,,1,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,5,4,12,4,24,14,12,15,24,13,6,17,18,21,13,14,24,13,4,11,4,6,15,4,21,14,14,13,21,13,5,12,20,23,11,13,20,14,25,14,24,20,14,20,4,11,14,10,4,14,22,13,5,4,13,14,4,14,24,12,23,25,15,24,4,13,12,11,5,13,22,13,6,4,11,14,4,14,22,2,0,1,5874.1123,0,2,1,1158
