RT,SERIALNO,DIVISION,PUMA,REGION,ST,ADJHSG,ADJINC,WGTP,NP,TYPE,ACR,AGS,BDS,BLD,BUS,CONP,ELEP,FS,FULP,GASP,HFL,INSP,MHP,MRGI,MRGP,MRGT,MRGX,RMS,RNTM,RNTP,SMP,TEL,TEN,VACS,VAL,VEH,WATP,YBL,FES,FINCP,FPARC,GRNTP,GRPIP,HHL,HHT,HINCP,HUGCL,HUPAC,HUPAOC,HUPARC,KIT,LNGI,MV,NOC,NPF,NPP,NR,NRC,OCPIP,PARTNER,PLM,PSF,R18,R60,R65,RESMODE,SMOCP,SMX,SRNT,SVAL,TAXP,WIF,WKEXREL,WORKSTAT,FACRP,FAGSP,FBDSP,FBLDP,FBUSP,FCONP,FELEP,FFSP,FFULP,FGASP,FHFLP,FINSP,FKITP,FMHP,FMRGIP,FMRGP,FMRGTP,FMRGXP,FMVP,FPLMP,FRMSP,FRNTMP,FRNTP,FSMP,FSMXHP,FSMXSP,FTAXP,FTELP,FTENP,FVACSP,FVALP,FVEHP,FWATP,FYBLP,WGTP1,WGTP2,WGTP3,WGTP4,WGTP5,WGTP6,WGTP7,WGTP8,WGTP9,WGTP10,WGTP11,WGTP12,WGTP13,WGTP14,WGTP15,WGTP16,WGTP17,WGTP18,WGTP19,WGTP20,WGTP21,WGTP22,WGTP23,WGTP24,WGTP25,WGTP26,WGTP27,WGTP28,WGTP29,WGTP30,WGTP31,WGTP32,WGTP33,WGTP34,WGTP35,WGTP36,WGTP37,WGTP38,WGTP39,WGTP40,WGTP41,WGTP42,WGTP43,WGTP44,WGTP45,WGTP46,WGTP47,WGTP48,WGTP49,WGTP50,WGTP51,WGTP52,WGTP53,WGTP54,WGTP55,WGTP56,WGTP57,WGTP58,WGTP59,WGTP60,WGTP61,WGTP62,WGTP63,WGTP64,WGTP65,WGTP66,WGTP67,WGTP68,WGTP69,WGTP70,WGTP71,WGTP72,WGTP73,WGTP74,WGTP75,WGTP76,WGTP77,WGTP78,WGTP79,WGTP80,AGEHOH,HTYPE,NWESR,nuniv_schg,HHINCADJ,famTag,dupcount,n,hhnum
H,2010000379627,9,600,4,41,1000000,1007624,18,2,1,1,,2,3,2,0,80,2,2,3,3,500,,1,720,1,1,4,,,,1,1,,15,2,360,5,2,8500,4,,,1,1,8500,0,4,4,4,1,1,3,0,2,0,0,0,101,0,1,0,0,0,0,1,830,3,0,1,32,1,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,40,51,12,48,36,45,38,61,54,11,14,38,41,36,39,69,9,34,62,27,35,14,49,35,42,18,38,14,12,49,60,34,35,34,32,10,58,41,55,45,47,14,59,36,34,10,33,10,12,54,77,36,31,44,40,14,53,34,13,45,34,53,10,38,37,55,35,61,49,12,13,33,37,41,35,48,11,36,9,28,4,1,2,6032.5513,1,2,2,4100
H,2010000381087,9,600,4,41,1000000,1007624,8,3,1,1,,3,2,2,0,50,2,2,20,1,600,,1,960,1,1,6,,,,1,1,,14,2,660,9,2,40000,1,,,1,1,40000,0,1,1,1,1,1,3,1,3,0,0,1,33,0,1,0,1,0,0,1,1085,3,0,1,23,1,7,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,27,14,16,19,4,17,31,17,24,26,6,15,7,19,21,5,15,6,18,4,4,18,17,14,27,17,6,17,5,7,26,15,26,14,19,25,12,26,16,5,4,17,19,16,24,16,6,17,6,6,25,18,27,17,13,30,22,24,16,28,25,15,17,18,5,19,26,16,25,26,4,20,6,13,16,5,16,6,15,25,1,1,1,28388.477,1,2,1,4101
H,2010000381087,9,600,4,41,1000000,1007624,8,3,1,1,,3,2,2,0,50,2,2,20,1,600,,1,960,1,1,6,,,,1,1,,14,2,660,9,2,40000,1,,,1,1,40000,0,1,1,1,1,1,3,1,3,0,0,1,33,0,1,0,1,0,0,1,1085,3,0,1,23,1,7,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,27,14,16,19,4,17,31,17,24,26,6,15,7,19,21,5,15,6,18,4,4,18,17,14,27,17,6,17,5,7,26,15,26,14,19,25,12,26,16,5,4,17,19,16,24,16,6,17,6,6,25,18,27,17,13,30,22,24,16,28,25,15,17,18,5,19,26,16,25,26,4,20,6,13,16,5,16,6,15,25,1,1,1,28388.477,1,2,2,4102
H,2010000382819,9,600,4,41,1000000,1007624,6,2,1,1,,4,2,2,0,140,2,200,40,3,500,,,,,3,7,,,,1,2,,18,2,960,5,4,63200,4,,,1,1,63200,0,4,4,4,1,1,5,0,2,0,0,0,11,0,1,0,0,2,2,2,569,,0,1,42,0,9,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,9,11,2,4,9,3,3,5,6,9,6,6,6,5,9,6,6,6,2,3,10,9,1,5,8,2,2,4,5,8,5,6,5,6,11,5,6,6,1,1,9,9,2,4,10,3,2,6,6,8,5,6,6,6,8,4,4,4,3,3,7,9,2,5,9,2,1,7,6,8,5,5,4,6,10,6,4,73,1,0,0,44853.793,1,1,1,4103
H,2010000390419,9,600,4,41,1000000,1007624,6,2,1,1,,3,2,2,0,50,2,2,30,3,470,,2,540,2,1,6,,,,1,1,,18,2,650,5,1,159350,4,,,1,1,159350,0,4,4,4,1,1,6,0,2,0,0,0,7,0,1,0,0,1,0,1,963,3,0,1,42,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,14,11,11,11,13,20,11,4,17,13,21,14,4,13,6,21,11,4,22,21,12,13,11,11,12,5,14,21,3,13,4,11,18,13,21,5,11,19,6,2,11,12,11,13,11,19,11,4,18,12,20,13,3,13,4,17,11,4,25,17,11,12,11,15,10,4,14,19,3,11,4,10,19,13,21,4,11,19,60,1,2,1,113092.59,1,2,1,4104
H,2010000390419,9,600,4,41,1000000,1007624,6,2,1,1,,3,2,2,0,50,2,2,30,3,470,,2,540,2,1,6,,,,1,1,,18,2,650,5,1,159350,4,,,1,1,159350,0,4,4,4,1,1,6,0,2,0,0,0,7,0,1,0,0,1,0,1,963,3,0,1,42,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,14,11,11,11,13,20,11,4,17,13,21,14,4,13,6,21,11,4,22,21,12,13,11,11,12,5,14,21,3,13,4,11,18,13,21,5,11,19,6,2,11,12,11,13,11,19,11,4,18,12,20,13,3,13,4,17,11,4,25,17,11,12,11,15,10,4,14,19,3,11,4,10,19,13,21,4,11,19,60,1,2,1,113092.59,1,2,2,4105
H,2010000392170,9,600,4,41,1000000,1007624,24,1,1,,,2,5,,0,230,1,2,3,3,,,,,,,4,2,700,,1,3,,,2,960,5,,,,1010,78,1,4,15510,0,4,4,4,1,1,6,0,,0,0,0,,0,1,0,0,0,0,1,,,1,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,20,7,10,37,43,24,25,14,23,8,31,21,21,21,5,35,27,35,32,9,33,10,9,31,42,20,21,16,19,8,34,26,24,20,10,47,25,33,30,7,24,9,9,37,32,24,23,25,20,7,30,25,23,26,9,37,34,31,24,8,18,9,8,32,26,31,21,23,33,8,52,22,25,21,6,40,26,42,59,2,1,0,11007.632,0,1,1,4106
H,2010000392850,9,600,4,41,1000000,1007624,49,1,1,1,,3,2,2,0,40,2,2,40,1,,,,,,,5,2,1200,,1,3,,,1,540,6,,,,1325,101,1,6,15000,0,4,4,4,1,1,1,0,,0,0,0,,0,1,0,0,0,0,2,,,1,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,93,45,51,80,50,77,55,54,48,19,47,14,45,43,14,46,77,15,19,16,15,49,52,14,49,18,51,45,46,81,44,72,46,52,99,51,15,80,82,15,15,41,53,15,55,15,48,54,45,82,52,80,44,47,86,52,19,80,77,77,92,49,53,92,44,71,51,52,47,16,43,15,46,50,17,44,74,16,16,75,51,1,1,0,10645.679,0,1,1,4107
H,2010000393680,9,600,4,41,1000000,1007624,7,2,1,1,,3,2,2,0,70,1,2,70,1,,,,,,,5,2,850,,1,3,,,1,450,5,,,,1028,80,1,7,15500,0,4,4,4,1,1,1,0,,0,1,0,,4,1,0,0,0,0,1,,,1,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,33,29,17,23,14,19,4,16,5,18,5,18,14,26,19,12,29,4,13,16,15,17,5,13,27,6,14,7,14,23,17,23,5,18,18,23,16,14,5,6,25,30,16,23,17,14,8,12,5,14,5,17,16,22,14,14,25,4,16,19,15,14,6,19,26,6,14,6,20,27,15,25,4,16,25,32,18,18,26,1,1,1,11000.534,0,2,1,4108
H,2010000393680,9,600,4,41,1000000,1007624,7,2,1,1,,3,2,2,0,70,1,2,70,1,,,,,,,5,2,850,,1,3,,,1,450,5,,,,1028,80,1,7,15500,0,4,4,4,1,1,1,0,,0,1,0,,4,1,0,0,0,0,1,,,1,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,33,29,17,23,14,19,4,16,5,18,5,18,14,26,19,12,29,4,13,16,15,17,5,13,27,6,14,7,14,23,17,23,5,18,18,23,16,14,5,6,25,30,16,23,17,14,8,12,5,14,5,17,16,22,14,14,25,4,16,19,15,14,6,19,26,6,14,6,20,27,15,25,4,16,25,32,18,18,26,1,1,1,11000.534,0,2,2,4109
H,2010000394258,9,600,4,41,1000000,1007624,62,4,1,,,3,4,,0,80,1,2,120,1,,,,,,,5,2,1100,,1,3,,,2,1,2,7,15000,3,1300,68,1,3,23000,0,3,3,3,1,1,1,2,3,0,1,2,,0,1,0,1,0,0,2,,,1,0,,1,14,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,59,62,62,20,22,50,111,56,93,21,98,56,104,59,19,20,47,80,21,24,98,101,21,59,61,26,77,23,56,70,65,71,75,113,58,59,90,60,53,78,58,54,61,20,26,56,85,76,95,21,128,65,87,63,23,22,58,99,18,19,111,103,19,64,63,19,66,17,56,66,61,100,61,84,68,62,88,63,59,23,2,1,0,16323.374,1,1,1,4110
H,2010000395318,9,600,4,41,1000000,1007624,9,2,1,,,2,6,,0,60,2,2,3,3,,,,,,,3,2,730,,1,3,,,1,1,5,,,,790,101,1,5,2500,0,4,4,4,1,1,1,0,,0,1,0,,0,1,0,0,0,0,1,,,1,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,16,16,18,25,16,23,5,6,38,32,6,19,23,6,6,16,19,33,20,19,17,16,19,31,16,24,5,4,31,26,4,16,27,6,5,15,14,27,16,18,17,17,22,30,18,15,6,4,25,27,7,17,32,6,6,19,21,29,17,22,16,19,20,29,15,17,7,5,34,25,6,15,32,6,6,18,16,39,17,19,2,1,2,1774.2798,0,2,1,4111
H,2010000395318,9,600,4,41,1000000,1007624,9,2,1,,,2,6,,0,60,2,2,3,3,,,,,,,3,2,730,,1,3,,,1,1,5,,,,790,101,1,5,2500,0,4,4,4,1,1,1,0,,0,1,0,,0,1,0,0,0,0,1,,,1,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,16,16,18,25,16,23,5,6,38,32,6,19,23,6,6,16,19,33,20,19,17,16,19,31,16,24,5,4,31,26,4,16,27,6,5,15,14,27,16,18,17,17,22,30,18,15,6,4,25,27,7,17,32,6,6,19,21,29,17,22,16,19,20,29,15,17,7,5,34,25,6,15,32,6,6,18,16,39,17,19,2,1,2,1774.2798,0,2,2,4112
H,2010000405073,9,600,4,41,1000000,1007624,11,2,1,1,,3,2,2,0,40,2,2,3,3,320,,,,,3,7,,,,1,2,,17,3,480,3,4,28300,4,,,1,1,28300,0,4,4,4,1,1,3,0,2,0,0,0,9,0,1,0,0,2,2,2,207,,0,1,24,0,9,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,11,3,3,11,16,3,14,10,10,11,10,10,11,3,14,12,11,18,10,12,20,11,10,20,10,11,11,16,4,3,2,3,19,10,12,3,21,12,17,3,11,19,17,9,4,15,4,9,10,11,11,11,11,18,3,9,13,3,11,11,3,10,9,4,10,8,10,4,17,20,19,16,3,9,10,15,4,11,3,75,1,0,0,20084.848,1,1,1,4113
H,2010000405609,9,600,4,41,1000000,1007624,15,1,1,1,,3,2,2,0,30,2,2,30,1,350,,2,1300,2,1,7,,,,1,1,,20,1,650,3,,,,,,1,6,76000,0,4,4,4,1,1,5,0,,0,0,0,28,0,1,0,0,1,0,1,1751,3,0,1,49,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,14,14,13,16,11,19,27,24,17,6,13,23,17,18,26,15,4,2,5,4,14,12,19,18,16,29,21,23,13,6,13,21,13,13,30,13,4,6,4,4,14,15,12,14,13,20,27,27,15,4,16,24,17,16,21,16,3,6,4,4,14,16,13,10,17,30,23,26,13,4,16,25,18,14,20,13,7,62,1,1,0,53938.105,0,1,1,4114
H,2010000406698,9,600,4,41,1000000,1007624,16,1,1,1,,3,1,2,0,80,2,2,3,3,270,0,,,,3,6,,,,1,2,,14,1,2600,3,,,,,,1,6,8400,0,4,4,4,1,1,5,0,,0,0,0,59,0,1,0,0,1,1,1,412,,0,0,23,0,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30,29,28,16,6,17,27,16,15,30,17,6,6,5,15,16,17,17,19,30,5,6,6,15,29,15,5,16,15,6,17,29,28,31,18,18,15,16,16,30,6,6,6,14,28,16,6,16,15,6,14,31,31,30,17,14,16,16,17,5,26,30,33,15,5,17,28,18,19,31,18,6,6,7,17,16,16,17,14,6,81,3,0,0,5961.5801,0,1,1,4115
H,2010000407240,9,600,4,41,1000000,1007624,14,1,1,1,,3,2,2,0,60,2,2,50,1,1500,,,,,3,8,,,,1,2,,19,0,1100,5,,,,,,1,6,96300,0,4,4,4,1,1,7,0,,0,0,0,4,0,1,0,0,1,1,1,327,,0,1,1,0,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,13,12,20,24,16,23,5,24,5,11,4,4,15,14,14,13,11,14,14,23,5,4,14,15,22,13,14,17,14,24,12,15,5,6,21,24,4,4,26,13,14,16,4,6,12,4,22,5,23,15,24,25,14,15,13,14,14,15,15,4,24,23,14,15,5,13,14,16,15,5,14,14,23,23,4,4,20,24,78,1,0,0,68345.258,0,1,1,4116
H,2010000409047,9,600,4,41,1000000,1007624,16,8,1,1,,3,2,2,0,300,1,2,3,3,1200,,1,1500,1,1,5,,,170,1,1,,16,3,1200,3,1,99500,2,,,2,1,99500,0,3,3,3,1,1,4,4,8,0,0,4,25,0,1,0,1,0,0,2,2070,2,0,1,32,3,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,13,13,38,15,36,39,83,25,46,26,66,32,38,14,26,28,11,50,12,45,23,52,12,30,48,14,38,5,36,46,42,39,14,54,37,43,20,47,37,42,9,10,52,12,32,38,54,33,36,40,52,40,34,16,46,28,10,30,13,47,27,49,13,40,44,11,39,13,46,44,26,47,8,40,48,48,33,37,34,43,1,4,2,70616.336,1,2,1,4117
H,2010000409047,9,600,4,41,1000000,1007624,16,8,1,1,,3,2,2,0,300,1,2,3,3,1200,,1,1500,1,1,5,,,170,1,1,,16,3,1200,3,1,99500,2,,,2,1,99500,0,3,3,3,1,1,4,4,8,0,0,4,25,0,1,0,1,0,0,2,2070,2,0,1,32,3,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,13,13,38,15,36,39,83,25,46,26,66,32,38,14,26,28,11,50,12,45,23,52,12,30,48,14,38,5,36,46,42,39,14,54,37,43,20,47,37,42,9,10,52,12,32,38,54,33,36,40,52,40,34,16,46,28,10,30,13,47,27,49,13,40,44,11,39,13,46,44,26,47,8,40,48,48,33,37,34,43,1,4,2,70616.336,1,2,2,4118
H,2010000409109,9,600,4,41,1000000,1007624,49,1,1,,,1,9,,0,1,2,2,3,3,,,,,,,3,2,460,,1,3,,,0,1,5,,,,460,27,1,6,20200,0,4,4,4,1,1,4,0,,0,0,0,,0,1,0,0,1,0,2,,,1,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,48,49,50,86,49,44,21,17,83,62,15,38,65,21,19,45,51,77,46,47,51,45,43,89,60,46,16,17,86,94,20,49,67,17,14,40,54,75,52,44,54,46,48,80,55,45,15,16,74,74,17,45,69,16,17,42,48,79,44,47,45,55,53,68,53,48,14,17,69,83,19,42,88,16,19,55,47,85,55,60,2,0,0,14336.181,0,1,1,4119
H,2010000409243,9,600,4,41,1000000,1007624,4,2,1,1,,2,2,2,0,180,2,2,3,3,,,,,,,4,2,500,,1,3,,,2,240,8,5,3000,2,700,101,1,2,3000,0,2,2,2,1,1,5,1,2,0,0,1,,0,1,0,1,0,0,2,,,1,0,,1,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,4,2,4,2,9,9,6,5,4,2,5,7,5,7,6,1,6,5,2,4,5,2,4,2,9,9,4,5,6,2,5,7,5,7,8,2,6,5,7,5,4,7,5,7,2,2,6,6,4,6,5,2,4,3,3,8,4,4,8,5,6,8,4,8,2,2,4,4,4,8,4,1,5,1,1,6,6,6,47,1,0,0,2129.1357,1,1,1,4120
H,2010000413414,9,600,4,41,1000000,1007624,20,1,1,,,0,9,,0,1,2,2,3,3,,,,,,,1,1,870,,1,3,,,0,1,3,,,,870,37,1,6,28360,0,4,4,4,2,1,5,0,,0,0,0,,0,1,0,0,1,1,1,,,1,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,21,6,33,8,19,31,34,29,20,6,30,19,16,20,19,9,8,17,7,6,32,21,20,17,32,16,20,21,5,21,21,34,7,31,35,18,19,7,19,19,21,31,8,35,19,6,7,6,16,32,8,20,20,18,18,37,34,18,31,31,7,24,21,17,6,19,20,20,34,22,19,7,29,6,6,17,20,33,16,94,2,0,0,20127.43,0,1,1,4121
H,2010000420871,9,600,4,41,1000000,1007624,18,4,1,1,,4,2,2,0,130,2,2,180,1,1200,,2,900,2,1,7,,,,1,1,,21,2,1100,3,1,63000,2,,,4,1,63000,0,2,2,2,1,2,5,2,4,0,0,2,33,0,1,0,1,0,0,2,1719,3,0,1,50,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,31,29,26,13,20,16,22,20,5,4,5,17,24,16,7,15,15,5,30,17,30,28,25,21,22,17,23,19,5,7,6,20,35,19,7,18,17,5,28,18,22,31,31,15,15,16,16,21,7,8,6,14,30,18,6,21,19,6,28,20,25,28,25,21,15,14,12,16,7,8,7,17,27,18,7,21,20,7,37,47,1,2,0,44711.852,1,1,1,4122
H,2010000421111,9,600,4,41,1000000,1007624,19,2,1,1,,4,2,2,0,1,2,1,1,3,,,,,,,6,2,1300,,1,3,,,2,1,7,,,,1300,101,1,5,4000,0,4,4,4,1,1,2,0,,0,1,0,,0,1,0,0,0,0,1,,,1,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,57,48,51,47,41,13,38,64,38,37,70,35,19,12,11,38,42,37,36,36,27,12,12,14,44,62,47,20,42,39,16,44,45,54,56,46,37,45,12,39,51,53,55,48,38,15,34,62,37,38,79,42,15,14,13,36,44,41,44,45,30,14,14,15,36,72,41,15,38,34,14,41,44,56,60,45,44,38,12,21,1,1,2,2838.8477,0,2,1,4123
H,2010000421111,9,600,4,41,1000000,1007624,19,2,1,1,,4,2,2,0,1,2,1,1,3,,,,,,,6,2,1300,,1,3,,,2,1,7,,,,1300,101,1,5,4000,0,4,4,4,1,1,2,0,,0,1,0,,0,1,0,0,0,0,1,,,1,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,57,48,51,47,41,13,38,64,38,37,70,35,19,12,11,38,42,37,36,36,27,12,12,14,44,62,47,20,42,39,16,44,45,54,56,46,37,45,12,39,51,53,55,48,38,15,34,62,37,38,79,42,15,14,13,36,44,41,44,45,30,14,14,15,36,72,41,15,38,34,14,41,44,56,60,45,44,38,12,21,1,1,2,2838.8477,0,2,2,4124
H,2010000422437,9,600,4,41,1000000,1007624,3,2,1,1,,3,2,2,0,70,2,2700,3,3,420,,,,,3,5,,,,1,2,,11,2,420,7,4,16600,4,,,1,1,16600,0,4,4,4,1,1,5,0,2,0,0,0,26,0,1,0,0,2,2,2,365,,0,1,1,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,2,3,3,3,5,3,6,3,3,6,5,2,6,6,2,3,5,6,6,4,5,4,3,3,1,4,2,3,3,1,5,4,2,2,6,2,5,6,4,3,4,3,4,3,1,3,1,4,3,0,3,6,2,1,6,3,3,2,2,3,1,3,3,3,6,2,5,3,3,6,3,1,5,5,2,3,5,2,66,1,0,0,11781.218,1,1,1,4125
H,2010000424930,9,600,4,41,1000000,1007624,27,2,1,1,,3,2,2,0,200,2,2,3,3,,,,,,,5,2,780,,1,3,,,2,800,9,7,8500,4,1047,101,1,3,8500,0,4,4,4,1,1,1,0,2,0,0,0,,0,1,0,0,0,0,2,,,1,0,,1,14,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,27,30,9,31,8,26,30,29,48,26,43,26,22,41,25,7,48,38,8,10,26,28,6,28,8,21,26,26,44,21,43,35,30,43,22,8,44,42,7,45,24,34,58,23,43,26,29,31,7,28,8,28,22,8,24,53,8,9,54,42,25,26,43,21,36,28,27,25,9,22,5,28,27,8,24,39,8,7,47,11,19,1,1,0,6032.5513,1,1,1,4126
H,2010000425895,9,600,4,41,1000000,1007624,18,2,1,1,,3,2,2,0,50,2,2,3,3,600,,2,600,2,1,5,,,360,1,1,,18,4,700,3,1,141600,4,,,1,1,141600,0,4,4,4,1,1,5,0,2,0,0,0,11,0,1,0,0,0,0,1,1268,2,0,1,30,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15,30,29,24,20,7,18,42,15,25,46,23,8,6,6,18,17,18,3,24,22,22,21,31,20,8,14,21,20,23,43,21,8,9,6,29,25,17,34,16,14,7,5,4,19,34,24,6,18,21,6,20,32,34,31,10,16,22,44,18,19,6,6,9,22,28,10,7,23,22,6,12,37,39,30,23,17,20,6,40,1,2,0,100495.2,1,1,1,4127
H,2010000426548,9,600,4,41,1000000,1007624,11,3,1,1,,3,2,2,0,50,2,2,3,3,0,,,,,3,5,,,,1,2,,16,1,600,5,2,35000,1,,,1,1,35000,0,1,1,1,1,1,1,1,3,0,0,1,7,0,1,0,1,0,0,1,208,,0,1,25,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,17,15,13,18,10,3,5,3,9,13,10,13,11,13,20,16,14,25,22,14,4,10,11,4,11,17,18,17,13,13,13,10,12,6,5,6,11,18,22,10,4,10,9,4,12,22,18,22,14,12,13,10,15,3,3,4,12,4,3,8,18,17,14,19,11,4,4,2,14,9,9,11,13,18,20,15,12,4,29,1,1,0,24839.916,1,1,1,4128
H,2010000427498,9,600,4,41,1000000,1007624,20,4,1,1,,3,2,2,0,80,2,2,3,3,690,,1,1000,1,1,5,,,,1,1,,14,2,900,3,1,79000,2,,,1,1,79000,0,3,3,3,1,1,5,2,4,0,0,2,18,0,1,0,1,0,0,2,1155,3,0,1,32,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,23,36,19,22,28,18,6,6,6,20,20,21,24,22,31,33,35,19,28,31,17,6,18,16,8,20,32,38,32,23,23,18,25,22,6,6,8,21,30,35,18,6,23,22,6,19,27,30,31,24,17,23,20,18,8,9,6,19,6,8,19,30,19,20,33,19,8,8,6,21,19,18,20,17,33,36,29,22,6,34,1,2,0,56067.242,1,1,1,4129
H,2010000427710,9,600,4,41,1000000,1007624,49,1,1,,,2,5,,0,30,2,2,3,3,1800,,,,,3,4,,,,1,2,,13,1,1,5,,,,,,1,4,70000,0,4,4,4,1,1,3,0,,0,0,0,4,0,1,0,0,0,0,2,255,,0,0,20,0,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,16,46,14,14,79,73,46,48,53,62,19,101,51,48,56,14,72,42,15,44,83,54,89,75,17,15,46,50,49,50,76,13,52,51,55,74,17,50,83,50,15,43,17,13,75,85,49,49,59,45,15,85,48,43,54,15,83,54,15,47,88,52,87,82,15,18,49,46,43,47,78,15,52,52,47,81,14,47,76,26,2,1,0,49679.832,0,1,1,4130
H,2010000427863,9,600,4,41,1000000,1007624,24,2,1,2,1,3,1,2,0,60,2,400,3,6,,,,,,,5,2,1000,,1,3,,,3,2,5,,,,1093,19,1,7,69200,0,4,4,4,1,1,3,0,,0,1,0,,4,1,0,0,0,0,1,,,1,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,41,33,36,22,28,34,32,19,12,8,8,24,38,27,9,27,23,7,45,29,37,41,34,18,26,28,26,31,6,7,9,26,43,23,7,24,23,8,39,31,42,33,35,23,24,22,24,30,7,8,9,22,47,30,9,22,31,8,42,22,40,37,32,24,25,30,39,20,10,8,7,24,36,20,7,21,26,10,39,35,3,2,0,49112.063,0,1,1,4131
